street address,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,City,State,County,Zip,Country,Source
"3311 BELT, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"5915 WILSON, St. Louis, MO",38.617944,-90.286178,0.6,rooftop,5915,Wilson Ave,Saint Louis,MO,St. Louis city,63110,US,City of St Louis
"7801 DECATUR, St. Louis, MO",38.554955,-90.27883,1,rooftop,7801,Decatur Dr,Saint Louis,MO,St. Louis city,63123,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"5110 NATURAL BRIDGE, St. Louis, MO",38.677213,-90.254168,0.9,range_interpolation,5110,State Hwy 115,Saint Louis,MO,St. Louis city,63115,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4139 DELMAR, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"1401 CLARK, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4733 BROADWAY, St. Louis, MO",38.569915,-90.236666,0.9,rooftop,4733,S Broadway,Saint Louis,MO,St. Louis city,63111,US,City of St Louis
"2813 SEMPLE, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"3501 KINGSHIGHWAY, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"3711 WEST PINE, St. Louis, MO",38.637574,-90.237441,0.6,rooftop,3711,W Pine Blvd,Saint Louis,MO,St. Louis city,63108,US,City of St Louis
"221 GRAND, St. Louis, MO",38.568824,-90.409603,0.6,rooftop,221,Grand Ave,Saint Louis,MO,St. Louis County,63122,US,St Louis
"1020 LOUGHBOROUGH, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"1020 LOUGHBOROUGH, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"3832 BLAINE, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"3832 BLAINE, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"1474 HAMILTON, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"2948 JAMES COOL PAPA BELL, St. Louis, MO",38.642688,-90.219378,1,rooftop,2948,James Cool Papa Bell Ave,Saint Louis,MO,St. Louis city,63106,US,City of St Louis
"3741 WEST PINE, St. Louis, MO",38.637221,-90.238261,0.6,rooftop,3741,W Pine Blvd,Saint Louis,MO,St. Louis city,63107,US,City of St Louis
"4333 NEBRASKA, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4739 MICHIGAN, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"315 9TH, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"2310 MCCAUSLAND, St. Louis, MO",38.616173,-90.308477,0.6,rooftop,2310,McCausland Ave,Saint Louis,MO,St. Louis city,63143,US,City of St Louis
"3354 JEFFERSON, St. Louis, MO",38.593427,-90.225013,0.5,rooftop,3354,S Jefferson Ave,Saint Louis,MO,St. Louis city,63118,US,City of St Louis
"1370 UNION, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"5010 ENRIGHT, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4333 NEBRASKA, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4333 NEBRASKA, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"3841 PRIMM, St. Louis, MO",38.554986,-90.276166,0.5,rooftop,3841,W Primm St,Saint Louis,MO,St. Louis city,63123,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"6601 MICHIGAN, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"1023 HAMILTON, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"2340 VIRGINIA, St. Louis, MO",38.607902,-90.234985,0.6,rooftop,2340,Virginia Ave,Saint Louis,MO,St. Louis city,63104,US,City of St Louis
"317 16TH, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4603 GREER, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"3117 LEMP, St. Louis, MO",38.596619,-90.218129,0.6,rooftop,3117,Lemp Ave,Saint Louis,MO,St. Louis city,63118,US,City of St Louis
"8804 RIVERVIEW, St. Louis, MO",38.718013,-90.240924,0.9,range_interpolation,8804,State Hwy 367,Saint Louis,MO,St. Louis city,63147,US,TIGER/LineÂ® dataset from the US Census Bureau
"4617 VIRGINIA, St. Louis, MO",38.573095,-90.243657,0.6,rooftop,4617,Virginia Ave,Saint Louis,MO,St. Louis city,63111,US,City of St Louis
"1326 WASHINGTON, St. Louis, MO",38.632017,-90.199455,0.6,rooftop,1326,Washington Ave,Saint Louis,MO,St. Louis city,63103,US,City of St Louis
"5515 PERSHING, St. Louis, MO",38.648323,-90.278867,0.6,rooftop,5515,Pershing Ave,Saint Louis,MO,St. Louis city,63112,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"1472 ADELAIDE, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"2534 GRAND, St. Louis, MO",38.511019,-90.293191,0.9,range_interpolation,2534,Granda Dr,Saint Louis,MO,St. Louis County,63125,US,TIGER/LineÂ® dataset from the US Census Bureau
"3932 PARKER, St. Louis, MO",38.595925,-90.252027,0.6,rooftop,3932,Parker Ave,Saint Louis,MO,St. Louis city,63116,US,City of St Louis
"5510 PERSHING, St. Louis, MO",38.647709,-90.279244,0.6,rooftop,5510,Pershing Ave,Saint Louis,MO,St. Louis city,63112,US,City of St Louis
"5745 LABADIE, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4949  , St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"1242 LYNFIELD, St. Louis, MO",38.71201,-90.236557,1,rooftop,1242,Lynfield Pl,Saint Louis,MO,St. Louis city,63147,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"1200 7TH, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"1207 LEONARD, St. Louis, MO",38.643795,-90.225676,0.9,rooftop,1207,N Leonard Ave,Saint Louis,MO,St. Louis city,63106,US,City of St Louis
"3429 IOWA, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4949  , St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4300 GOODFELLOW, St. Louis, MO",38.691408,-90.267091,0.6,rooftop,4300,Goodfellow Blvd,Saint Louis,MO,St. Louis city,63112,US,City of St Louis
"4639 MARKET, St. Louis, MO",38.663058,-90.249941,0.9,rooftop,4639,N Market St,Saint Louis,MO,St. Louis city,63113,US,City of St Louis
"1265 AMHERST, St. Louis, MO",38.668647,-90.289204,0.6,rooftop,1265,Amherst Pl,Saint Louis,MO,St. Louis city,63112,US,City of St Louis
"4212 EVANS, St. Louis, MO",38.652514,-90.240259,0.6,rooftop,4212,Evans Ave,Saint Louis,MO,St. Louis city,63113,US,City of St Louis
"5900 ARSENAL, St. Louis, MO",38.606648,-90.288054,1,rooftop,5900,Arsenal St,Saint Louis,MO,St. Louis city,63139,US,City of St Louis
"3810 KEOKUK, St. Louis, MO",38.586619,-90.250594,1,rooftop,3810,Keokuk St,Saint Louis,MO,St. Louis city,63116,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"3505 WATSON, St. Louis, MO",38.576905,-90.32899,0.8,range_interpolation,3505,State Hwy 366,Saint Louis,MO,St. Louis County,63119,US,TIGER/LineÂ® dataset from the US Census Bureau
"6900 GRAVOIS, St. Louis, MO",38.57019,-90.28469,1,range_interpolation,6900,Gravois Rd,Saint Louis,MO,St. Louis city,63109,US,TIGER/LineÂ® dataset from the US Census Bureau
"6900 GRAVOIS, St. Louis, MO",38.57019,-90.28469,1,range_interpolation,6900,Gravois Rd,Saint Louis,MO,St. Louis city,63109,US,TIGER/LineÂ® dataset from the US Census Bureau
"6900 GRAVOIS, St. Louis, MO",38.57019,-90.28469,1,range_interpolation,6900,Gravois Rd,Saint Louis,MO,St. Louis city,63109,US,TIGER/LineÂ® dataset from the US Census Bureau
"5635 MIMIKA, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"110 CARROLL, St. Louis, MO",38.607511,-90.194906,1,range_interpolation,110,Carroll St,Saint Louis,MO,St. Louis city,63104,US,TIGER/LineÂ® dataset from the US Census Bureau
"4347 COTE BRILLIANTE, St. Louis, MO",38.658215,-90.243588,1,rooftop,4347,Cote Brilliante Ave,Saint Louis,MO,St. Louis city,63113,US,City of St Louis
"1065 MCCAUSLAND, St. Louis, MO",38.63142,-90.306302,0.6,rooftop,1065,McCausland Ave,Saint Louis,MO,St. Louis city,63117,US,City of St Louis
"5257 PATTISON, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4949  , St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"806 SCHIRMER, St. Louis, MO",38.550944,-90.265933,1,range_interpolation,806,Schirmer St,Saint Louis,MO,St. Louis city,63111,US,TIGER/LineÂ® dataset from the US Census Bureau
"1448 MARKET, St. Louis, MO",38.627391,-90.202074,1,rooftop,1448,Market St,Saint Louis,MO,St. Louis city,63103,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"5047 QUEENS, St. Louis, MO",38.688411,-90.244114,0.6,rooftop,5047,Queens Ave,Saint Louis,MO,St. Louis city,63115,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4624 CARRIE, St. Louis, MO",38.680307,-90.227596,0.5,rooftop,4624,Carrie Ave,Saint Louis,MO,St. Louis city,63115,US,City of St Louis
"5434 MORGANFORD, St. Louis, MO",38.577713,-90.268465,1,range_interpolation,5434,Morganford Rd,Saint Louis,MO,St. Louis city,63116,US,TIGER/LineÂ® dataset from the US Census Bureau
"2207 OSAGE, St. Louis, MO",38.58256,-90.225701,0.6,rooftop,2207,Osage St,Saint Louis,MO,St. Louis city,63118,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4100 NEBRASKA, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"1400 PENDLETON, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"5232 HIGHLAND, St. Louis, MO",38.670016,-90.262967,0.6,rooftop,5232,Highland Ave,Saint Louis,MO,St. Louis city,63113,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4900 EUCLID, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4900 EUCLID, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4949  , St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"3620 TENNESSEE, St. Louis, MO",38.590985,-90.24098,0.5,range_interpolation,3620,Tennessee Ave,Saint Louis,MO,St. Louis city,63118,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4828 BROADWAY, St. Louis, MO",38.674991,-90.204432,0.9,rooftop,4828,N Broadway,Saint Louis,MO,St. Louis city,63147,US,City of St Louis
"4828 BROADWAY, St. Louis, MO",38.674991,-90.204432,0.9,rooftop,4828,N Broadway,Saint Louis,MO,St. Louis city,63147,US,City of St Louis
"4828 BROADWAY, St. Louis, MO",38.674991,-90.204432,0.9,rooftop,4828,N Broadway,Saint Louis,MO,St. Louis city,63147,US,City of St Louis
"6635 ALABAMA, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"401 14TH, St. Louis, MO",38.624783,-90.202908,0.9,rooftop,401,S 14th St,Saint Louis,MO,St. Louis city,63103,US,City of St Louis
"909 GEYER, St. Louis, MO",38.59521,-90.416044,0.8,range_interpolation,909,N Geyer Rd,Saint Louis,MO,St. Louis County,63122,US,TIGER/LineÂ® dataset from the US Census Bureau
"3124 OHIO, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4036 LEXINGTON, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"5925 GARESCHE, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"2810 9TH, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"1411 GRAND, St. Louis, MO",38.511022,-90.293179,0.8,range_interpolation,1411,Granda Dr,Saint Louis,MO,St. Louis County,63125,US,TIGER/LineÂ® dataset from the US Census Bureau
"6232 OAKLAND, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"999 2ND, St. Louis, MO",38.632858,-90.184094,0.9,rooftop,999,N 2nd St,Saint Louis,MO,St. Louis city,63102,US,City of St Louis
"4120 COMPTON, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"2822 CHEROKEE, St. Louis, MO",38.593776,-90.231009,1,rooftop,2822,Cherokee St,Saint Louis,MO,St. Louis city,63118,US,City of St Louis
"4620 ARSENAL, St. Louis, MO",38.604841,-90.266557,1,rooftop,4620,Arsenal St,Saint Louis,MO,St. Louis city,63116,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"212 GRAND, St. Louis, MO",38.508663,-90.275779,0.6,range_interpolation,212,Grant Rd,Saint Louis,MO,St. Louis County,63125,US,TIGER/LineÂ® dataset from the US Census Bureau
"4924 BANCROFT, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"3022 VICTOR, St. Louis, MO",38.60756,-90.231661,1,rooftop,3022,Victor St,Saint Louis,MO,St. Louis city,63104,US,City of St Louis
"115 WASHINGTON, St. Louis, MO",38.585017,-90.404944,0.5,rooftop,115,E Washington Ave,Saint Louis,MO,St. Louis County,63122,US,St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"2933 KINGSHIGHWAY, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4230 GRAVOIS, St. Louis, MO",38.43833,-90.310109,1,range_interpolation,4230,Gravois Rd,Saint Louis,MO,St. Louis County,63129,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4250 BROADWAY, St. Louis, MO",38.669342,-90.199785,0.9,rooftop,4250,N Broadway,Saint Louis,MO,St. Louis city,63147,US,City of St Louis
"4310 SAINT FERDINAND, St. Louis, MO",38.659759,-90.241326,1,rooftop,4310,St Ferdinand Ave,Saint Louis,MO,St. Louis city,63113,US,City of St Louis
"4751 NEWBERRY, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4310 SAINT FERDINAND, St. Louis, MO",38.659759,-90.241326,1,rooftop,4310,St Ferdinand Ave,Saint Louis,MO,St. Louis city,63113,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4120 COMPTON, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"2204 ALBERTA, St. Louis, MO",38.582969,-90.225692,0.6,rooftop,2204,Alberta St,Saint Louis,MO,St. Louis city,63118,US,City of St Louis
"2400 9TH, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
